year,area_of_residence,STATISTIC,value
2017,Munster,VSA94C02,2.8
2011,Mayo,VSA94C02,2.8
2023,Sligo,VSA94C02,2.8
2014,Midland,VSA94C04,2.8
2019,Waterford County,VSA94C02,2.8
2014,Cork County,VSA94C02,2.8
2022,West,VSA94C02,2.8
2014,Dublin,VSA94C06,2.8
2012,South Dublin,VSA94C04,2.8
2015,Mid-West,VSA94C04,2.8
2011,Donegal,VSA94C02,2.8
2011,Dublin,VSA94C02,2.8
2016,Mid-West,VSA94C02,2.8
2022,Carlow,VSA94C08,2.8
2022,Carlow,VSA94C04,2.8
2017,Dublin City,VSA94C06,2.8
2015,Munster,VSA94C06,2.8
2014,Border,VSA94C04,2.8
2015,South Dublin,VSA94C02,2.8
2011,State,VSA94C06,2.8
2012,South-West,VSA94C06,2.8
2016,South Dublin,VSA94C06,2.8
2012,Dublin,VSA94C02,2.8
2022,Fingal,VSA94C06,2.8
2017,Kildare,VSA94C08,2.8
2015,South-East,VSA94C04,2.8
2015,South-West,VSA94C02,2.8
2021,Dublin,VSA94C02,2.8
2012,Munster,VSA94C04,2.8
2019,Waterford County,VSA94C04,2.8
2021,South-West,VSA94C04,2.8
2014,Cork County,VSA94C08,2.8
2017,Mid-East,VSA94C04,2.8
2023,Donegal,VSA94C04,2.8
2021,Connacht,VSA94C06,2.8
2017,Cavan,VSA94C06,2.8
2017,Clare,VSA94C02,2.8
2017,Mid-East,VSA94C06,2.8
2022,Mayo,VSA94C02,2.8
2023,Donegal,VSA94C02,2.8
2016,Cork County,VSA94C08,2.8
2013,Ulster (part of),VSA94C06,2.789046653
2013,Border,VSA94C04,2.773925104
2013,Leinster,VSA94C06,2.769734357
2013,State,VSA94C06,2.747888465
2013,Galway County,VSA94C02,2.726918582
2013,West,VSA94C02,2.710459184
2020,Sligo,VSA94C06,2.7
2023,Limerick City,VSA94C04,2.7
2023,Monaghan,VSA94C08,2.7
2023,Limerick City,VSA94C02,2.7
2020,Sligo,VSA94C08,2.7
2011,Munster,VSA94C04,2.7
2023,Monaghan,VSA94C04,2.7
2019,Mayo,VSA94C04,2.7
2023,Monaghan,VSA94C06,2.7
2022,Meath,VSA94C08,2.7
2012,Wicklow,VSA94C02,2.7
2012,Cork County,VSA94C08,2.7
2018,Dublin,VSA94C02,2.7
2022,Border,VSA94C06,2.7
2023,Leinster,VSA94C04,2.7
2020,Sligo,VSA94C02,2.7
2022,Kerry,VSA94C04,2.7
2021,Leinster,VSA94C02,2.7
2017,Mayo,VSA94C06,2.7
2021,Kilkenny,VSA94C04,2.7
2023,Munster,VSA94C02,2.7
2019,Carlow,VSA94C02,2.7
2019,Carlow,VSA94C04,2.7
2017,Sligo,VSA94C06,2.7
2015,South Tipperary,VSA94C08,2.7
2011,South-East,VSA94C04,2.7
2015,South Tipperary,VSA94C04,2.7
2022,Munster,VSA94C04,2.7
2014,Limerick County,VSA94C06,2.7
2022,Dun Laoghaire-Rathdown,VSA94C06,2.7
2015,Cork City,VSA94C08,2.7
2017,Mayo,VSA94C08,2.7
2021,Waterford County,VSA94C08,2.7
2021,Waterford County,VSA94C04,2.7
2016,Laois,VSA94C02,2.7
2015,State,VSA94C04,2.7
2015,South Tipperary,VSA94C02,2.7
2020,South-East,VSA94C04,2.7
2015,Leinster,VSA94C06,2.7
2016,Ulster (part of),VSA94C04,2.7
2016,State,VSA94C06,2.7
2022,Midland,VSA94C02,2.7
2016,Connacht,VSA94C04,2.7
2014,Galway City,VSA94C04,2.7
2020,South-East,VSA94C06,2.7
2021,Limerick City,VSA94C08,2.7
2016,Border,VSA94C02,2.7
2020,Kerry,VSA94C08,2.7
2015,Midland,VSA94C04,2.7
2015,Midland,VSA94C06,2.7
2011,Wicklow,VSA94C06,2.7
2012,Border,VSA94C04,2.7
2011,Dublin,VSA94C06,2.7
2011,Louth,VSA94C02,2.7
2020,Kerry,VSA94C02,2.7
2021,Dublin,VSA94C08,2.7
2011,Munster,VSA94C06,2.7
2016,Fingal,VSA94C02,2.7
2014,South-East,VSA94C04,2.7
2022,Cork City,VSA94C04,2.7
2022,Mid-West,VSA94C04,2.7
2022,Mid-West,VSA94C06,2.7
2022,Westmeath,VSA94C02,2.7
2020,Mid-East,VSA94C04,2.7
2021,Dun Laoghaire-Rathdown,VSA94C02,2.7
2018,Mid-East,VSA94C04,2.7
2017,Connacht,VSA94C06,2.7
2012,Midland,VSA94C02,2.7
2014,Ulster (part of),VSA94C04,2.7
2013,Cork City,VSA94C04,2.688172043
2013,Clare,VSA94C04,2.680965147
2013,Cavan,VSA94C02,2.67141585
2013,Cavan,VSA94C04,2.67141585
2013,South Dublin,VSA94C06,2.644336712
2013,Fingal,VSA94C04,2.639517345
2013,South-East,VSA94C04,2.636691646
2013,Dublin,VSA94C06,2.631963737
2013,Connacht,VSA94C02,2.627430373
2013,State,VSA94C04,2.624938365
2013,Limerick County,VSA94C06,2.608242045
2016,Munster,VSA94C06,2.6
2019,Kerry,VSA94C02,2.6
2014,Kildare,VSA94C06,2.6
2012,Louth,VSA94C08,2.6
2014,Cork City,VSA94C08,2.6
2014,Dublin City,VSA94C02,2.6
2018,West,VSA94C02,2.6
2015,Roscommon,VSA94C04,2.6
2011,Dublin City,VSA94C06,2.6
2022,Dublin,VSA94C04,2.6
2014,Dublin,VSA94C02,2.6
2011,Dublin City,VSA94C02,2.6
2012,State,VSA94C06,2.6
2012,South-East,VSA94C06,2.6
2023,Cork City,VSA94C08,2.6
2023,Ulster (part of),VSA94C04,2.6
2016,Sligo,VSA94C02,2.6
2012,Cavan,VSA94C02,2.6
2014,Leinster,VSA94C06,2.6
2020,Dublin City,VSA94C08,2.6
2021,Roscommon,VSA94C02,2.6
2021,Mayo,VSA94C02,2.6
2023,Limerick County,VSA94C02,2.6
2021,Mayo,VSA94C04,2.6
2015,Roscommon,VSA94C06,2.6
2023,Ulster (part of),VSA94C08,2.6
2012,State,VSA94C04,2.6
2022,Connacht,VSA94C06,2.6
2020,Dublin,VSA94C02,2.6
2021,Roscommon,VSA94C04,2.6
2011,Limerick City,VSA94C04,2.6
2017,State,VSA94C06,2.6
2019,Westmeath,VSA94C06,2.6
2020,Monaghan,VSA94C08,2.6
2014,Midland,VSA94C06,2.6
2020,Westmeath,VSA94C04,2.6
2014,Munster,VSA94C04,2.6
2016,Wexford,VSA94C04,2.6
2022,Leitrim,VSA94C02,2.6
2020,Westmeath,VSA94C06,2.6
2012,West,VSA94C04,2.6
2017,Carlow,VSA94C04,2.6
2022,Leitrim,VSA94C04,2.6
2016,Wicklow,VSA94C04,2.6
2018,Kildare,VSA94C02,2.6
2017,Monaghan,VSA94C06,2.6
2017,Carlow,VSA94C06,2.6
2014,Waterford City,VSA94C02,2.6
2020,Ulster (part of),VSA94C02,2.6
2019,Dublin City,VSA94C04,2.6
2022,Limerick County,VSA94C02,2.6
2014,West,VSA94C06,2.6
2019,Westmeath,VSA94C04,2.6
2015,Cork County,VSA94C06,2.6
2017,Border,VSA94C06,2.6
2016,Donegal,VSA94C04,2.6
2019,South Dublin,VSA94C02,2.6
2019,Galway County,VSA94C06,2.6
2020,Monaghan,VSA94C02,2.6
2022,Limerick County,VSA94C06,2.6
2014,Waterford City,VSA94C04,2.6
2013,Donegal,VSA94C06,2.553626149
2013,Munster,VSA94C06,2.521149644
2013,South-West,VSA94C06,2.502867869
2021,State,VSA94C04,2.5
2022,Louth,VSA94C04,2.5
2021,Dublin City,VSA94C06,2.5
2018,Waterford County,VSA94C08,2.5
2023,Mid-West,VSA94C06,2.5
2015,Mid-East,VSA94C02,2.5
2017,Ulster (part of),VSA94C06,2.5
2018,Waterford County,VSA94C06,2.5
2012,Dublin City,VSA94C04,2.5
2020,Dun Laoghaire-Rathdown,VSA94C02,2.5
2022,Leinster,VSA94C04,2.5
2014,Connacht,VSA94C06,2.5
2023,Wicklow,VSA94C06,2.5
2021,South-East,VSA94C06,2.5
2012,Leinster,VSA94C06,2.5
2016,Fingal,VSA94C08,2.5
2015,Dublin City,VSA94C02,2.5
2016,Mayo,VSA94C06,2.5
2011,North Tipperary,VSA94C02,2.5
2023,South-West,VSA94C02,2.5
2019,Mid-East,VSA94C06,2.5
2011,North Tipperary,VSA94C04,2.5
2016,Dublin City,VSA94C06,2.5
2018,South-West,VSA94C08,2.5
2019,Mid-East,VSA94C04,2.5
2017,West,VSA94C06,2.5
2023,Mid-East,VSA94C08,2.5
2020,South Dublin,VSA94C08,2.5
2015,Meath,VSA94C06,2.5
2015,Leinster,VSA94C04,2.5
2019,Connacht,VSA94C06,2.5
2018,South-East,VSA94C02,2.5
2023,State,VSA94C04,2.5
2018,Westmeath,VSA94C06,2.5
2012,Galway City,VSA94C06,2.5
2015,Meath,VSA94C02,2.5
2011,State,VSA94C04,2.5
2022,Louth,VSA94C06,2.5
2011,Ulster (part of),VSA94C04,2.5
2018,Westmeath,VSA94C04,2.5
2015,Sligo,VSA94C06,2.5
2014,Leitrim,VSA94C02,2.5
2019,Connacht,VSA94C02,2.5
2014,Leitrim,VSA94C04,2.5
2011,Cork City,VSA94C02,2.5
2012,South-West,VSA94C04,2.5
2016,Dublin,VSA94C04,2.5
2012,Meath,VSA94C04,2.5
2020,Louth,VSA94C04,2.5
2012,Dublin,VSA94C06,2.5
2018,Westmeath,VSA94C02,2.5
2017,Dublin,VSA94C06,2.5
2012,Dublin City,VSA94C06,2.5
2022,State,VSA94C04,2.5
2012,Waterford City,VSA94C04,2.5
2017,Laois,VSA94C02,2.5
2016,Kilkenny,VSA94C02,2.5
2011,Kerry,VSA94C08,2.5
2014,Leitrim,VSA94C06,2.5
2016,Kilkenny,VSA94C04,2.5
2020,South Dublin,VSA94C02,2.5
2019,Border,VSA94C02,2.5
2014,Roscommon,VSA94C06,2.5
2022,Kildare,VSA94C04,2.5
2012,Waterford City,VSA94C08,2.5
2013,Dublin,VSA94C04,2.492303181
2013,Wexford,VSA94C04,2.428363283
2021,Limerick County,VSA94C04,2.4
2012,Leinster,VSA94C04,2.4
2017,Mid-West,VSA94C06,2.4
2017,Mid-West,VSA94C02,2.4
2020,Wicklow,VSA94C02,2.4
2012,South Dublin,VSA94C06,2.4
2012,Midland,VSA94C06,2.4
2012,Donegal,VSA94C06,2.4
2012,Midland,VSA94C04,2.4
2021,Leitrim,VSA94C02,2.4
2021,Galway City,VSA94C04,2.4
2020,Limerick County,VSA94C06,2.4
2020,Limerick County,VSA94C08,2.4
2017,South-West,VSA94C02,2.4
2021,Leitrim,VSA94C04,2.4
2017,Cork County,VSA94C08,2.4
2012,Limerick City,VSA94C04,2.4
2020,South-West,VSA94C04,2.4
2021,Leitrim,VSA94C06,2.4
2021,Leitrim,VSA94C08,2.4
2012,Limerick County,VSA94C06,2.4
2017,Fingal,VSA94C02,2.4
2020,State,VSA94C04,2.4
2012,Monaghan,VSA94C02,2.4
2011,Cork County,VSA94C04,2.4
2016,Limerick City,VSA94C02,2.4
2018,South-West,VSA94C02,2.4
2018,Ulster (part of),VSA94C02,2.4
2018,Leitrim,VSA94C04,2.4
2011,Offaly,VSA94C06,2.4
2016,Limerick City,VSA94C04,2.4
2022,Ulster (part of),VSA94C04,2.4
2015,Leitrim,VSA94C06,2.4
2011,Waterford City,VSA94C08,2.4
2020,Cork City,VSA94C02,2.4
2014,Sligo,VSA94C04,2.4
2016,Leitrim,VSA94C08,2.4
2023,Kildare,VSA94C02,2.4
2011,South Dublin,VSA94C02,2.4
2019,Leinster,VSA94C04,2.4
2011,Waterford City,VSA94C04,2.4
2022,Donegal,VSA94C06,2.4
2022,Ulster (part of),VSA94C06,2.4
2015,Limerick City,VSA94C04,2.4
2016,Leitrim,VSA94C04,2.4
2011,Waterford City,VSA94C02,2.4
2014,Monaghan,VSA94C06,2.4
2014,Monaghan,VSA94C04,2.4
2014,Monaghan,VSA94C02,2.4
2018,Carlow,VSA94C06,2.4
2015,Limerick City,VSA94C08,2.4
2020,Border,VSA94C02,2.4
2016,Leitrim,VSA94C02,2.4
2016,Leinster,VSA94C04,2.4
2018,Connacht,VSA94C02,2.4
2022,West,VSA94C06,2.4
2019,Dublin,VSA94C06,2.4
2019,Munster,VSA94C02,2.4
2018,Louth,VSA94C04,2.4
2019,Louth,VSA94C04,2.4
2018,Tipperary,VSA94C04,2.4
2018,Louth,VSA94C08,2.4
2014,State,VSA94C06,2.4
2023,Dublin City,VSA94C04,2.4
2022,Meath,VSA94C04,2.4
2015,Dublin,VSA94C04,2.4
2018,Monaghan,VSA94C02,2.4
2018,Monaghan,VSA94C04,2.4
2011,Midland,VSA94C06,2.4
2018,Leitrim,VSA94C02,2.4
2018,Tipperary,VSA94C06,2.4
2014,Waterford County,VSA94C02,2.4
2022,Donegal,VSA94C04,2.4
2014,Galway County,VSA94C02,2.4
2013,Roscommon,VSA94C08,2.364066194
2013,Mayo,VSA94C02,2.362669817
2013,Mayo,VSA94C04,2.362669817
2013,Mayo,VSA94C06,2.357100766
2013,Kildare,VSA94C08,2.326257633
2020,Midland,VSA94C04,2.3
2020,Wexford,VSA94C02,2.3
2014,Meath,VSA94C04,2.3
2019,Border,VSA94C04,2.3
2023,Munster,VSA94C06,2.3
2019,Ulster (part of),VSA94C06,2.3
2015,South Dublin,VSA94C04,2.3
2014,Meath,VSA94C08,2.3
2012,Fingal,VSA94C02,2.3
2011,Monaghan,VSA94C04,2.3
2022,Mid-East,VSA94C06,2.3
2019,Ulster (part of),VSA94C02,2.3
2016,Dublin,VSA94C06,2.3
2018,South Dublin,VSA94C02,2.3
2019,West,VSA94C02,2.3
2018,Kildare,VSA94C04,2.3
2012,Mayo,VSA94C06,2.3
2019,Leitrim,VSA94C06,2.3
2019,Cork County,VSA94C06,2.3
2012,Mayo,VSA94C04,2.3
2012,Waterford County,VSA94C06,2.3
2022,Mid-East,VSA94C04,2.3
2021,Kerry,VSA94C06,2.3
2012,Waterford County,VSA94C04,2.3
2015,South-West,VSA94C06,2.3
2015,South-West,VSA94C04,2.3
2021,Kildare,VSA94C02,2.3
2017,Leinster,VSA94C04,2.3
2017,Louth,VSA94C06,2.3
2018,Dublin City,VSA94C04,2.3
2023,South-West,VSA94C08,2.3
2012,Mid-East,VSA94C06,2.3
2023,Tipperary,VSA94C06,2.3
2018,Leinster,VSA94C04,2.3
2016,State,VSA94C04,2.3
2016,South-West,VSA94C06,2.3
2012,Fingal,VSA94C06,2.3
2019,Cork City,VSA94C04,2.3
2012,Mayo,VSA94C02,2.3
2014,State,VSA94C04,2.3
2018,Kildare,VSA94C06,2.3
2018,South Dublin,VSA94C08,2.3
2023,Wexford,VSA94C04,2.3
2022,Offaly,VSA94C04,2.3
2022,Dun Laoghaire-Rathdown,VSA94C02,2.3
2011,Leinster,VSA94C04,2.3
2022,Offaly,VSA94C02,2.3
2019,Fingal,VSA94C02,2.3
2021,Monaghan,VSA94C08,2.3
2020,Dublin City,VSA94C04,2.3
2021,Monaghan,VSA94C04,2.3
2016,Mid-East,VSA94C02,2.3
2014,Kilkenny,VSA94C04,2.3
2016,Mid-East,VSA94C06,2.3
2021,Cork City,VSA94C04,2.3
2017,State,VSA94C04,2.3
2020,Donegal,VSA94C06,2.3
2014,Kilkenny,VSA94C02,2.3
2023,Midland,VSA94C04,2.3
2020,Leinster,VSA94C04,2.3
2020,Donegal,VSA94C02,2.3
2011,Donegal,VSA94C04,2.3
2017,South Dublin,VSA94C06,2.3
2012,Roscommon,VSA94C04,2.3
2022,Connacht,VSA94C04,2.3
2021,Donegal,VSA94C06,2.3
2016,Leinster,VSA94C06,2.3
2019,Kildare,VSA94C06,2.3
2018,South-East,VSA94C04,2.3
2012,South-East,VSA94C04,2.3
2015,Munster,VSA94C04,2.3
2014,Meath,VSA94C02,2.3
2021,Donegal,VSA94C04,2.3
2012,Roscommon,VSA94C02,2.3
2013,Dublin City,VSA94C04,2.297383535
2013,Leinster,VSA94C04,2.272440348
2013,Sligo,VSA94C08,2.267573696
2013,Sligo,VSA94C04,2.267573696
2013,Westmeath,VSA94C06,2.237136465
2013,Meath,VSA94C02,2.201257862
2011,Westmeath,VSA94C04,2.2
2019,Offaly,VSA94C02,2.2
2011,Mayo,VSA94C04,2.2
2017,Meath,VSA94C02,2.2
2019,Meath,VSA94C02,2.2
2019,Offaly,VSA94C04,2.2
2012,Border,VSA94C06,2.2
2019,Offaly,VSA94C08,2.2
2016,Limerick County,VSA94C04,2.2
2012,Wicklow,VSA94C04,2.2
2011,Westmeath,VSA94C06,2.2
2020,Tipperary,VSA94C04,2.2
2011,Wexford,VSA94C06,2.2
2014,Donegal,VSA94C04,2.2
2017,Donegal,VSA94C06,2.2
2023,Mid-East,VSA94C02,2.2
2012,Leitrim,VSA94C06,2.2
2019,Mid-West,VSA94C06,2.2
2015,Cork County,VSA94C02,2.2
2016,Dublin City,VSA94C04,2.2
2011,Midland,VSA94C04,2.2
2015,Dublin,VSA94C06,2.2
2023,Mayo,VSA94C04,2.2
2023,Fingal,VSA94C02,2.2
2018,State,VSA94C06,2.2
2019,Donegal,VSA94C04,2.2
2017,Galway City,VSA94C08,2.2
2012,Carlow,VSA94C04,2.2
2012,Carlow,VSA94C02,2.2
2012,Kilkenny,VSA94C04,2.2
2018,Dublin City,VSA94C06,2.2
2016,Limerick County,VSA94C02,2.2
2016,South-West,VSA94C02,2.2
2012,Ulster (part of),VSA94C06,2.2
2017,Limerick County,VSA94C02,2.2
2019,Dublin,VSA94C04,2.2
2019,Tipperary,VSA94C06,2.2
2021,Wicklow,VSA94C08,2.2
2019,Dublin City,VSA94C06,2.2
2015,Fingal,VSA94C08,2.2
2016,Cork City,VSA94C02,2.2
2020,Munster,VSA94C04,2.2
2018,Cork County,VSA94C08,2.2
2014,Munster,VSA94C06,2.2
2018,Cork County,VSA94C02,2.2
2011,Fingal,VSA94C04,2.2
2012,Dublin,VSA94C04,2.2
2018,Cork City,VSA94C08,2.2
2022,Galway County,VSA94C02,2.2
2018,Clare,VSA94C06,2.2
2014,Mid-East,VSA94C06,2.2
2017,Kildare,VSA94C04,2.2
2021,Clare,VSA94C08,2.2
2021,Ulster (part of),VSA94C04,2.2
2019,Tipperary,VSA94C04,2.2
2016,North Tipperary,VSA94C08,2.2
2011,Laois,VSA94C06,2.2
2014,Carlow,VSA94C08,2.2
2022,South-West,VSA94C04,2.2
2017,Galway City,VSA94C04,2.2
2016,Cork City,VSA94C06,2.2
2016,North Tipperary,VSA94C02,2.2
2019,Leinster,VSA94C06,2.2
2023,Cork County,VSA94C08,2.2
2019,Tipperary,VSA94C02,2.2
2018,Border,VSA94C02,2.2
2018,Cork City,VSA94C06,2.2
2019,State,VSA94C04,2.2
2019,State,VSA94C06,2.2
2014,Border,VSA94C06,2.2
2013,Mid-East,VSA94C02,2.186672805
2013,Waterford County,VSA94C04,2.157497303
2013,Dun Laoghaire-Rathdown,VSA94C06,2.139800285
2013,Midland,VSA94C06,2.114164905
2015,Dublin City,VSA94C04,2.1
2018,Mid-East,VSA94C06,2.1
2017,Clare,VSA94C06,2.1
2021,Cavan,VSA94C04,2.1
2022,Munster,VSA94C06,2.1
2011,Louth,VSA94C04,2.1
2022,Midland,VSA94C04,2.1
2012,Louth,VSA94C06,2.1
2021,Mid-West,VSA94C06,2.1
2017,Munster,VSA94C06,2.1
2018,Mayo,VSA94C04,2.1
2018,Donegal,VSA94C02,2.1
2020,Dublin,VSA94C06,2.1
2011,Dun Laoghaire-Rathdown,VSA94C04,2.1
2019,South Dublin,VSA94C04,2.1
2023,Kerry,VSA94C06,2.1
2016,Kildare,VSA94C02,2.1
2017,Munster,VSA94C04,2.1
2017,Galway County,VSA94C02,2.1
2011,Cork County,VSA94C06,2.1
2018,Mayo,VSA94C02,2.1
2023,South Dublin,VSA94C04,2.1
2021,Mid-East,VSA94C06,2.1
2021,South Dublin,VSA94C04,2.1
2022,Kerry,VSA94C08,2.1
2020,Munster,VSA94C06,2.1
2015,South Dublin,VSA94C06,2.1
2014,Mid-East,VSA94C02,2.1
2011,South-West,VSA94C04,2.1
2021,Leinster,VSA94C04,2.1
2011,Dublin City,VSA94C04,2.1
2015,Meath,VSA94C04,2.1
2020,State,VSA94C06,2.1
2020,South-West,VSA94C06,2.1
2012,Sligo,VSA94C06,2.1
2018,Midland,VSA94C04,2.1
2016,Wicklow,VSA94C06,2.1
2018,Midland,VSA94C02,2.1
2022,Cork County,VSA94C06,2.1
2014,Dun Laoghaire-Rathdown,VSA94C08,2.1
2011,Kilkenny,VSA94C04,2.1
2014,South-East,VSA94C06,2.1
2018,Galway County,VSA94C04,2.1
2023,Mid-West,VSA94C04,2.1
2019,Midland,VSA94C04,2.1
2014,Leinster,VSA94C04,2.1
2017,Dublin,VSA94C04,2.1
2018,State,VSA94C04,2.1
2019,Munster,VSA94C06,2.1
2014,Fingal,VSA94C04,2.1
2018,Munster,VSA94C04,2.1
2020,Dun Laoghaire-Rathdown,VSA94C04,2.1
2014,Fingal,VSA94C06,2.1
2013,Clare,VSA94C06,2.006688963
1990,Galway City,VSA94C01,2.0
2010,Leitrim,VSA94C01,2.0
2022,Waterford City,VSA94C03,2.0
2011,Dublin,VSA94C04,2.0
2022,Westmeath,VSA94C05,2.0
2012,Sligo,VSA94C05,2.0
2022,Westmeath,VSA94C03,2.0
1993,Mayo,VSA94C01,2.0
1993,Roscommon,VSA94C01,2.0
2023,Waterford City,VSA94C07,2.0
2010,Laois,VSA94C01,2.0
2011,Carlow,VSA94C02,2.0
2012,Roscommon,VSA94C03,2.0
2011,Kerry,VSA94C05,2.0
2011,Carlow,VSA94C01,2.0
2011,Laois,VSA94C03,2.0
2012,Monaghan,VSA94C01,2.0
2022,South Dublin,VSA94C02,2.0
2022,Sligo,VSA94C05,2.0
2023,Cavan,VSA94C01,2.0
2023,Cavan,VSA94C02,2.0
2023,Cavan,VSA94C03,2.0
2011,Cavan,VSA94C05,2.0
1992,Longford,VSA94C01,2.0
1992,Leitrim,VSA94C01,2.0
2012,Roscommon,VSA94C01,2.0
2023,Westmeath,VSA94C05,2.0
1991,Westmeath,VSA94C01,2.0
2023,Cavan,VSA94C04,2.0
2011,Galway City,VSA94C07,2.0
2012,Offaly,VSA94C01,2.0
2023,Cavan,VSA94C05,2.0
2011,Galway City,VSA94C01,2.0
2023,Cavan,VSA94C06,2.0
2012,Offaly,VSA94C03,2.0
2011,Dun Laoghaire-Rathdown,VSA94C05,2.0
2011,Galway City,VSA94C05,2.0
2000,Waterford City,VSA94C01,2.0
2023,Waterford City,VSA94C03,2.0
2023,Sligo,VSA94C03,2.0
2022,Galway City,VSA94C01,2.0
1999,Kilkenny,VSA94C01,2.0
2021,Westmeath,VSA94C05,2.0
2003,Longford,VSA94C01,2.0
2003,Monaghan,VSA94C01,2.0
2012,Dun Laoghaire-Rathdown,VSA94C01,2.0
2012,Dun Laoghaire-Rathdown,VSA94C03,2.0
2004,Leitrim,VSA94C01,2.0
1998,Leitrim,VSA94C01,2.0
2023,Roscommon,VSA94C03,2.0
2023,Sligo,VSA94C01,2.0
2022,Galway County,VSA94C05,2.0
2023,Kerry,VSA94C03,2.0
2021,Waterford County,VSA94C07,2.0
2021,Waterford County,VSA94C03,2.0
2021,Waterford City,VSA94C07,2.0
2021,Waterford City,VSA94C03,2.0
1997,Waterford City,VSA94C01,2.0
2012,Galway City,VSA94C03,2.0
2004,South Tipperary,VSA94C01,2.0
2023,Kildare,VSA94C04,2.0
2005,Carlow,VSA94C01,2.0
2022,Kilkenny,VSA94C03,2.0
1997,Cavan,VSA94C01,2.0
2003,Leitrim,VSA94C01,2.0
2023,Leitrim,VSA94C03,2.0
2023,Limerick City,VSA94C01,2.0
2023,Limerick City,VSA94C03,2.0
2022,Cork City,VSA94C05,2.0
2012,Carlow,VSA94C01,2.0
2012,Carlow,VSA94C03,2.0
2001,Cavan,VSA94C01,2.0
2000,Longford,VSA94C01,2.0
2023,Louth,VSA94C07,2.0
2000,Laois,VSA94C01,2.0
2023,Longford,VSA94C05,2.0
2000,Kilkenny,VSA94C01,2.0
2023,Longford,VSA94C03,2.0
2002,North Tipperary,VSA94C01,2.0
2022,Carlow,VSA94C07,2.0
1999,Waterford County,VSA94C01,2.0
2002,Sligo,VSA94C01,2.0
2022,Carlow,VSA94C03,2.0
1999,Monaghan,VSA94C01,2.0
2023,Monaghan,VSA94C03,2.0
2011,Waterford City,VSA94C07,2.0
2023,Monaghan,VSA94C05,2.0
2023,Limerick County,VSA94C04,2.0
2011,Waterford City,VSA94C03,2.0
2023,Monaghan,VSA94C07,2.0
2011,Waterford City,VSA94C01,2.0
2022,Kilkenny,VSA94C07,2.0
2021,State,VSA94C06,2.0
2021,Monaghan,VSA94C03,2.0
2011,Longford,VSA94C05,2.0
1995,Kilkenny,VSA94C01,2.0
2007,Roscommon,VSA94C01,2.0
2007,Waterford City,VSA94C01,2.0
2007,Waterford County,VSA94C01,2.0
2021,Roscommon,VSA94C03,2.0
2021,Roscommon,VSA94C01,2.0
2023,Tipperary,VSA94C03,2.0
2012,Louth,VSA94C01,2.0
1994,Roscommon,VSA94C01,2.0
1994,Meath,VSA94C01,2.0
2008,Cavan,VSA94C01,2.0
2008,Waterford City,VSA94C01,2.0
2005,Kilkenny,VSA94C01,2.0
2009,Monaghan,VSA94C01,2.0
2009,Sligo,VSA94C01,2.0
1994,Leitrim,VSA94C01,2.0
2022,Monaghan,VSA94C07,2.0
2021,Longford,VSA94C05,2.0
2011,Limerick City,VSA94C03,2.0
2011,Leitrim,VSA94C05,2.0
2021,Monaghan,VSA94C07,2.0
2022,Offaly,VSA94C01,2.0
2022,Offaly,VSA94C03,2.0
2023,Clare,VSA94C05,2.0
2007,Leitrim,VSA94C01,2.0
2023,State,VSA94C06,2.0
2022,Mayo,VSA94C03,2.0
2012,Limerick City,VSA94C03,2.0
2005,Offaly,VSA94C01,2.0
2006,Galway City,VSA94C01,2.0
1996,Waterford City,VSA94C01,2.0
2012,Laois,VSA94C01,2.0
1996,Sligo,VSA94C01,2.0
2022,Leitrim,VSA94C05,2.0
2012,Laois,VSA94C03,2.0
1996,Roscommon,VSA94C01,2.0
2022,Limerick City,VSA94C01,2.0
1996,Longford,VSA94C01,2.0
2006,Limerick City,VSA94C01,2.0
1996,Laois,VSA94C01,2.0
2022,Limerick County,VSA94C04,2.0
2006,Roscommon,VSA94C01,2.0
2022,Longford,VSA94C06,2.0
2012,Leitrim,VSA94C01,2.0
2006,Sligo,VSA94C01,2.0
2012,Leitrim,VSA94C03,2.0
2022,Longford,VSA94C08,2.0
2011,Monaghan,VSA94C03,2.0
2006,Waterford City,VSA94C01,2.0
2007,Carlow,VSA94C01,2.0
2007,Cavan,VSA94C01,2.0
2017,Galway City,VSA94C03,2.0
2016,Cavan,VSA94C01,2.0
2020,South Dublin,VSA94C05,2.0
2015,Roscommon,VSA94C05,2.0
2017,Offaly,VSA94C06,2.0
2014,Waterford City,VSA94C01,2.0
2018,Carlow,VSA94C05,2.0
2015,Westmeath,VSA94C05,2.0
2013,Roscommon,VSA94C07,2.0
2020,Kilkenny,VSA94C03,2.0
2013,Sligo,VSA94C03,2.0
2013,Sligo,VSA94C07,2.0
2014,South Tipperary,VSA94C07,2.0
2020,Kilkenny,VSA94C04,2.0
2019,Waterford City,VSA94C03,2.0
2020,Sligo,VSA94C07,2.0
2020,Sligo,VSA94C05,2.0
2020,Sligo,VSA94C01,2.0
2013,South Tipperary,VSA94C01,2.0
2016,Limerick City,VSA94C01,2.0
2019,Waterford City,VSA94C01,2.0
2020,Leinster,VSA94C06,2.0
2013,South Tipperary,VSA94C03,2.0
2017,Offaly,VSA94C05,2.0
2017,Offaly,VSA94C04,2.0
2016,Laois,VSA94C07,2.0
2018,Connacht,VSA94C04,2.0
2014,Wicklow,VSA94C04,2.0
2013,Louth,VSA94C01,2.0
