year,area_of_residence,STATISTIC,value
2013,Cavan,VSA94C07,9.0
2014,Louth,VSA94C01,9.0
2019,Wexford,VSA94C07,9.0
2017,Donegal,VSA94C07,9.0
2014,Kildare,VSA94C05,9.0
2018,Tipperary,VSA94C07,9.0
2021,Limerick County,VSA94C07,9.0
2023,Ulster (part of),VSA94C07,9.0
2018,Tipperary,VSA94C01,9.0
2005,Wexford,VSA94C01,9.0
2004,Louth,VSA94C01,9.0
2017,Louth,VSA94C01,9.0
2017,Ulster (part of),VSA94C05,9.0
2008,Wicklow,VSA94C01,9.0
2010,Limerick City,VSA94C01,9.0
2018,South Dublin,VSA94C01,9.0
2015,South Dublin,VSA94C05,9.0
2007,Kerry,VSA94C01,9.0
2017,Cork County,VSA94C03,9.0
1992,Westmeath,VSA94C01,9.0
2004,Dun Laoghaire-Rathdown,VSA94C01,9.0
2014,Kerry,VSA94C01,9.0
2004,Donegal,VSA94C01,9.0
2007,Ulster (part of),VSA94C01,9.0
2010,Clare,VSA94C01,9.0
2018,South Dublin,VSA94C07,9.0
2010,Kilkenny,VSA94C01,9.0
1990,Louth,VSA94C01,9.0
1991,Carlow,VSA94C01,9.0
2007,Cork City,VSA94C01,9.0
2018,Donegal,VSA94C05,9.0
2012,Meath,VSA94C05,9.0
2012,Wexford,VSA94C05,9.0
2020,Dublin City,VSA94C05,9.0
1997,Cork City,VSA94C01,9.0
2018,Cork County,VSA94C03,9.0
2012,North Tipperary,VSA94C07,9.0
2011,South Tipperary,VSA94C07,9.0
2014,South Dublin,VSA94C03,9.0
1990,Mayo,VSA94C01,9.0
2004,Galway County,VSA94C01,9.0
2012,Ulster (part of),VSA94C05,9.0
2000,Limerick City,VSA94C01,9.0
2022,Cork County,VSA94C03,9.0
2020,South Dublin,VSA94C01,9.0
2012,Galway County,VSA94C05,9.0
2023,Mayo,VSA94C07,9.0
2015,Limerick County,VSA94C05,9.0
2001,Donegal,VSA94C01,9.0
2012,Clare,VSA94C07,9.0
2001,Clare,VSA94C01,9.0
2011,Limerick County,VSA94C03,9.0
2016,Fingal,VSA94C03,9.0
2019,Kildare,VSA94C03,9.0
2022,Midland,VSA94C01,9.0
2018,Wicklow,VSA94C07,9.0
2014,Wexford,VSA94C01,9.0
1995,Louth,VSA94C01,9.0
2019,Border,VSA94C05,9.0
2017,Meath,VSA94C05,9.0
2012,Cork City,VSA94C07,9.0
2012,Galway County,VSA94C03,9.0
2016,Limerick County,VSA94C07,9.0
2018,Wexford,VSA94C01,9.0
2001,Westmeath,VSA94C01,9.0
2014,Wicklow,VSA94C07,9.0
2001,Waterford County,VSA94C01,9.0
2011,Kilkenny,VSA94C07,9.0
2017,Dun Laoghaire-Rathdown,VSA94C05,9.0
2020,Kildare,VSA94C03,9.0
2016,Dun Laoghaire-Rathdown,VSA94C03,9.0
1998,Kerry,VSA94C01,9.0
2014,Donegal,VSA94C01,9.0
1992,Limerick County,VSA94C01,9.0
2001,Meath,VSA94C01,9.0
2020,South Dublin,VSA94C07,9.0
2012,Galway County,VSA94C01,9.0
2013,Midland,VSA94C05,9.0
2015,Mayo,VSA94C07,9.0
2020,Ulster (part of),VSA94C01,9.0
2016,Donegal,VSA94C05,9.0
2011,Donegal,VSA94C05,9.0
2018,Ulster (part of),VSA94C01,9.0
2013,Westmeath,VSA94C07,9.0
2017,Galway County,VSA94C05,9.0
2019,Donegal,VSA94C07,9.0
1996,Limerick County,VSA94C01,9.0
2018,Dun Laoghaire-Rathdown,VSA94C07,9.0
2023,Limerick County,VSA94C07,9.0
2013,Wicklow,VSA94C05,9.0
1993,Kerry,VSA94C01,9.0
1999,Galway County,VSA94C01,9.0
2011,Dun Laoghaire-Rathdown,VSA94C01,9.0
1999,Kerry,VSA94C01,9.0
2020,Meath,VSA94C03,9.0
2015,Kerry,VSA94C07,9.0
2022,Mayo,VSA94C07,9.0
2011,Galway County,VSA94C05,9.0
2018,Fingal,VSA94C07,9.0
2011,Wexford,VSA94C01,9.0
1998,Wexford,VSA94C01,9.0
2022,Tipperary,VSA94C01,9.0
1999,Sligo,VSA94C01,9.0
1999,Wexford,VSA94C01,9.0
2021,Tipperary,VSA94C03,9.0
2002,Mayo,VSA94C01,9.0
2020,Mid-West,VSA94C03,9.0
2015,Galway County,VSA94C08,8.9
2015,Waterford County,VSA94C08,8.9
2015,Waterford County,VSA94C06,8.9
2015,Wexford,VSA94C08,8.9
2023,Kilkenny,VSA94C08,8.8
2017,Wicklow,VSA94C08,8.6
2012,North Tipperary,VSA94C08,8.6
2016,Cavan,VSA94C06,8.6
2023,Dun Laoghaire-Rathdown,VSA94C02,8.6
2016,Waterford County,VSA94C08,8.5
2018,Roscommon,VSA94C08,8.4
2021,Cork City,VSA94C08,8.4
2022,Waterford County,VSA94C04,8.4
2013,Limerick City,VSA94C06,8.235294118
2020,Waterford City,VSA94C08,8.2
2014,Clare,VSA94C02,8.2
2023,Dun Laoghaire-Rathdown,VSA94C04,8.2
2023,Galway City,VSA94C08,8.2
2015,Ulster (part of),VSA94C08,8.2
2013,Monaghan,VSA94C02,8.168028005
2013,Monaghan,VSA94C04,8.168028005
2012,Roscommon,VSA94C08,8.1
2011,Clare,VSA94C08,8.1
1994,Galway County,VSA94C01,8.0
1995,Meath,VSA94C01,8.0
2002,Meath,VSA94C01,8.0
2003,South Tipperary,VSA94C01,8.0
2023,Galway County,VSA94C05,8.0
2004,Kerry,VSA94C01,8.0
2016,Galway City,VSA94C07,8.0
2019,Louth,VSA94C01,8.0
2021,Cork City,VSA94C05,8.0
2018,Clare,VSA94C07,8.0
2023,Galway County,VSA94C01,8.0
2023,Waterford County,VSA94C07,8.0
2018,Fingal,VSA94C03,8.0
2005,Limerick City,VSA94C01,8.0
2023,Midland,VSA94C03,8.0
1992,Cavan,VSA94C01,8.0
2020,Midland,VSA94C03,8.0
2022,Wicklow,VSA94C07,8.0
2018,Galway County,VSA94C01,8.0
2017,Wicklow,VSA94C05,8.0
1990,Sligo,VSA94C01,8.0
1996,Meath,VSA94C01,8.0
2022,Meath,VSA94C01,8.0
2013,Dun Laoghaire-Rathdown,VSA94C07,8.0
2019,West,VSA94C03,8.0
2017,Fingal,VSA94C05,8.0
2015,Donegal,VSA94C03,8.0
1997,Kerry,VSA94C01,8.0
2005,Kerry,VSA94C01,8.0
1991,South Tipperary,VSA94C01,8.0
2014,Laois,VSA94C07,8.0
1991,Waterford County,VSA94C01,8.0
2012,Westmeath,VSA94C07,8.0
2007,Clare,VSA94C01,8.0
1999,Limerick County,VSA94C01,8.0
2022,Kildare,VSA94C05,8.0
2019,Meath,VSA94C05,8.0
2011,Roscommon,VSA94C07,8.0
1990,Kilkenny,VSA94C01,8.0
2023,Fingal,VSA94C01,8.0
2013,Mayo,VSA94C07,8.0
2019,Wexford,VSA94C03,8.0
2006,Kildare,VSA94C01,8.0
2021,South Dublin,VSA94C03,8.0
2006,Galway County,VSA94C01,8.0
2013,Wexford,VSA94C01,8.0
2019,Dun Laoghaire-Rathdown,VSA94C01,8.0
2011,South Dublin,VSA94C03,8.0
2015,Fingal,VSA94C03,8.0
2018,Border,VSA94C03,8.0
2015,Wicklow,VSA94C01,8.0
2017,Mid-West,VSA94C03,8.0
2013,Westmeath,VSA94C01,8.0
2014,Mayo,VSA94C03,8.0
2012,Wexford,VSA94C03,8.0
2019,Dun Laoghaire-Rathdown,VSA94C05,8.0
2011,Clare,VSA94C01,8.0
1999,Limerick City,VSA94C01,8.0
1998,Wicklow,VSA94C01,8.0
2016,Kerry,VSA94C07,8.0
2022,Ulster (part of),VSA94C03,8.0
2022,Ulster (part of),VSA94C05,8.0
2012,Wicklow,VSA94C05,8.0
2016,Meath,VSA94C05,8.0
2019,Wexford,VSA94C01,8.0
2022,Dun Laoghaire-Rathdown,VSA94C07,8.0
2021,Fingal,VSA94C07,8.0
2020,Dun Laoghaire-Rathdown,VSA94C05,8.0
2006,Cork City,VSA94C01,8.0
2020,Border,VSA94C05,8.0
2002,Westmeath,VSA94C01,8.0
2021,Dun Laoghaire-Rathdown,VSA94C07,8.0
2016,Waterford County,VSA94C07,8.0
2011,Mayo,VSA94C05,8.0
2016,Wicklow,VSA94C07,8.0
2014,Wexford,VSA94C05,8.0
2018,Kildare,VSA94C01,8.0
2021,Mayo,VSA94C05,8.0
2010,Offaly,VSA94C01,8.0
2009,Offaly,VSA94C01,8.0
2009,Meath,VSA94C01,8.0
1997,South Tipperary,VSA94C01,8.0
2013,Kildare,VSA94C07,8.0
2021,Ulster (part of),VSA94C03,8.0
2016,Roscommon,VSA94C07,8.0
1994,Clare,VSA94C01,8.0
2014,Kerry,VSA94C07,8.0
2015,Waterford County,VSA94C07,8.0
2015,Clare,VSA94C01,8.0
2016,Mayo,VSA94C01,8.0
2013,Offaly,VSA94C07,8.0
2014,Wicklow,VSA94C01,8.0
2016,Dun Laoghaire-Rathdown,VSA94C05,8.0
1993,Westmeath,VSA94C01,8.0
2012,Dun Laoghaire-Rathdown,VSA94C05,8.0
2019,Midland,VSA94C03,8.0
1995,Galway County,VSA94C01,8.0
2014,Cork County,VSA94C05,8.0
2004,Limerick City,VSA94C01,8.0
2002,Clare,VSA94C01,8.0
2009,Westmeath,VSA94C01,8.0
2018,Wexford,VSA94C03,8.0
2016,Louth,VSA94C07,8.0
2010,Limerick County,VSA94C01,8.0
2015,Louth,VSA94C05,8.0
1998,Laois,VSA94C01,8.0
2010,Louth,VSA94C01,8.0
2019,South Dublin,VSA94C03,8.0
2011,Kerry,VSA94C01,8.0
2014,Wexford,VSA94C03,8.0
2018,Galway County,VSA94C05,8.0
2018,Midland,VSA94C01,8.0
2015,Limerick County,VSA94C01,8.0
2017,Fingal,VSA94C03,8.0
2015,Waterford County,VSA94C05,8.0
2019,Mid-West,VSA94C03,8.0
2008,Laois,VSA94C01,8.0
2012,Meath,VSA94C03,8.0
2015,Offaly,VSA94C07,8.0
2019,Mid-West,VSA94C01,8.0
2008,Galway City,VSA94C01,8.0
2019,Galway County,VSA94C07,8.0
2012,Mayo,VSA94C07,8.0
2012,Kerry,VSA94C03,8.0
2018,Cork County,VSA94C05,8.0
2019,Ulster (part of),VSA94C01,8.0
1994,Louth,VSA94C01,8.0
1990,Carlow,VSA94C01,8.0
2019,Ulster (part of),VSA94C05,8.0
2023,Waterford County,VSA94C05,8.0
1998,Meath,VSA94C01,8.0
2012,Kerry,VSA94C01,8.0
2022,Clare,VSA94C01,8.0
2017,South Tipperary,VSA94C01,8.0
2003,Westmeath,VSA94C01,8.0
2015,Clare,VSA94C05,8.0
2008,South Tipperary,VSA94C01,8.0
2018,Midland,VSA94C03,8.0
2013,Kerry,VSA94C05,8.0
2013,Cavan,VSA94C08,7.971656333
2023,Longford,VSA94C08,7.9
2022,Leitrim,VSA94C08,7.9
2015,Offaly,VSA94C08,7.9
2016,Roscommon,VSA94C02,7.9
2011,Limerick City,VSA94C02,7.9
2013,Kerry,VSA94C08,7.874015748
2013,Limerick County,VSA94C08,7.824726135
2015,Limerick County,VSA94C08,7.8
2017,Wexford,VSA94C08,7.8
2015,Donegal,VSA94C08,7.8
2023,Dun Laoghaire-Rathdown,VSA94C08,7.7
2015,Clare,VSA94C08,7.7
2016,Ulster (part of),VSA94C08,7.7
2015,Border,VSA94C08,7.7
2023,Carlow,VSA94C02,7.6
2016,Galway City,VSA94C08,7.6
2023,Carlow,VSA94C04,7.6
2022,Sligo,VSA94C02,7.6
2020,Galway City,VSA94C04,7.5
2020,Galway City,VSA94C02,7.5
2016,Monaghan,VSA94C08,7.5
2015,Sligo,VSA94C08,7.5
2013,Offaly,VSA94C08,7.434944238
2015,Monaghan,VSA94C08,7.4
2016,Wexford,VSA94C08,7.4
2013,Galway County,VSA94C08,7.361487795
2015,Limerick City,VSA94C02,7.3
2021,Mayo,VSA94C08,7.3
2014,North Tipperary,VSA94C08,7.3
2017,South Tipperary,VSA94C02,7.3
2011,South Tipperary,VSA94C08,7.3
2015,Leitrim,VSA94C08,7.2
2017,Waterford County,VSA94C08,7.1
2011,Waterford County,VSA94C06,7.1
2011,Wicklow,VSA94C08,7.1
2018,Leitrim,VSA94C08,7.1
2016,Galway County,VSA94C07,7.0
2016,Donegal,VSA94C01,7.0
2003,Dun Laoghaire-Rathdown,VSA94C01,7.0
1995,Clare,VSA94C01,7.0
2002,Wexford,VSA94C01,7.0
2022,Waterford County,VSA94C01,7.0
2017,Kildare,VSA94C03,7.0
2012,Kilkenny,VSA94C07,7.0
2003,Kerry,VSA94C01,7.0
2002,Kerry,VSA94C01,7.0
2013,Monaghan,VSA94C01,7.0
2013,Monaghan,VSA94C03,7.0
2017,Wexford,VSA94C01,7.0
2015,Meath,VSA94C05,7.0
2018,Kildare,VSA94C05,7.0
2020,Tipperary,VSA94C07,7.0
2011,Kildare,VSA94C03,7.0
2018,Kildare,VSA94C03,7.0
2013,Meath,VSA94C01,7.0
2020,Fingal,VSA94C03,7.0
2018,Clare,VSA94C01,7.0
2021,South Dublin,VSA94C07,7.0
2022,Kildare,VSA94C03,7.0
2004,Galway City,VSA94C01,7.0
2016,Wexford,VSA94C01,7.0
2017,Louth,VSA94C03,7.0
2010,Wexford,VSA94C01,7.0
2023,Carlow,VSA94C07,7.0
2023,Border,VSA94C05,7.0
2013,Limerick City,VSA94C05,7.0
2022,Waterford County,VSA94C08,7.0
2014,Ulster (part of),VSA94C05,7.0
2003,North Tipperary,VSA94C01,7.0
2023,Westmeath,VSA94C07,7.0
2012,Limerick County,VSA94C03,7.0
2019,Dun Laoghaire-Rathdown,VSA94C03,7.0
2015,Kerry,VSA94C01,7.0
2020,Fingal,VSA94C01,7.0
2013,North Tipperary,VSA94C01,7.0
2015,Meath,VSA94C01,7.0
2015,Louth,VSA94C08,7.0
2014,Wicklow,VSA94C05,7.0
1996,Clare,VSA94C01,7.0
2000,Meath,VSA94C01,7.0
2000,Mayo,VSA94C01,7.0
2011,Louth,VSA94C07,7.0
2022,Limerick County,VSA94C07,7.0
1998,South Tipperary,VSA94C01,7.0
2000,Clare,VSA94C01,7.0
2019,Galway County,VSA94C01,7.0
1999,Wicklow,VSA94C01,7.0
1999,Westmeath,VSA94C01,7.0
1995,Wexford,VSA94C01,7.0
2011,Wexford,VSA94C03,7.0
2022,Meath,VSA94C07,7.0
2022,Donegal,VSA94C07,7.0
2015,Donegal,VSA94C05,7.0
2022,Mayo,VSA94C05,7.0
2011,Waterford County,VSA94C05,7.0
2022,Louth,VSA94C07,7.0
1993,Louth,VSA94C01,7.0
2022,Midland,VSA94C03,7.0
1993,North Tipperary,VSA94C01,7.0
2022,Clare,VSA94C07,7.0
2000,South Tipperary,VSA94C01,7.0
2022,South Dublin,VSA94C01,7.0
1995,Laois,VSA94C01,7.0
1998,Limerick City,VSA94C01,7.0
1995,Limerick City,VSA94C01,7.0
2020,Donegal,VSA94C07,7.0
1993,South Tipperary,VSA94C01,7.0
2023,Mayo,VSA94C05,7.0
2001,Limerick County,VSA94C01,7.0
2001,Limerick City,VSA94C01,7.0
2020,South Dublin,VSA94C03,7.0
2015,Cavan,VSA94C05,7.0
2012,Cork City,VSA94C01,7.0
2011,Limerick City,VSA94C07,7.0
2011,Limerick County,VSA94C05,7.0
2019,Kildare,VSA94C05,7.0
2000,Westmeath,VSA94C01,7.0
2017,Kerry,VSA94C01,7.0
2020,Wicklow,VSA94C07,7.0
2014,Longford,VSA94C02,7.0
2005,Cork City,VSA94C01,7.0
2005,North Tipperary,VSA94C01,7.0
2017,Cork County,VSA94C05,7.0
2007,Limerick County,VSA94C01,7.0
1992,Wexford,VSA94C01,7.0
2021,Kerry,VSA94C07,7.0
2016,Carlow,VSA94C07,7.0
2005,Dun Laoghaire-Rathdown,VSA94C01,7.0
2021,Kildare,VSA94C01,7.0
2007,Wicklow,VSA94C01,7.0
2019,Ulster (part of),VSA94C03,7.0
2013,Fingal,VSA94C05,7.0
2018,Mayo,VSA94C07,7.0
2023,Kildare,VSA94C01,7.0
2019,Tipperary,VSA94C07,7.0
2021,Kilkenny,VSA94C07,7.0
2008,Mayo,VSA94C01,7.0
1997,North Tipperary,VSA94C01,7.0
2013,Galway County,VSA94C01,7.0
2014,North Tipperary,VSA94C07,7.0
1996,Westmeath,VSA94C01,7.0
2021,Galway County,VSA94C05,7.0
2019,Waterford County,VSA94C08,7.0
2013,Kerry,VSA94C03,7.0
2023,Galway County,VSA94C03,7.0
2015,Wicklow,VSA94C03,7.0
2021,Dun Laoghaire-Rathdown,VSA94C01,7.0
2014,Meath,VSA94C01,7.0
2021,Fingal,VSA94C01,7.0
2014,Meath,VSA94C03,7.0
2021,Donegal,VSA94C01,7.0
2017,Laois,VSA94C07,7.0
2016,South Tipperary,VSA94C07,7.0
2014,Meath,VSA94C07,7.0
2005,Westmeath,VSA94C01,7.0
2023,South Dublin,VSA94C03,7.0
1997,Mayo,VSA94C01,7.0
1997,Meath,VSA94C01,7.0
2007,Donegal,VSA94C01,7.0
2016,Kildare,VSA94C01,7.0
2020,Carlow,VSA94C07,7.0
1994,Kerry,VSA94C01,7.0
2012,Westmeath,VSA94C03,7.0
2012,Westmeath,VSA94C01,7.0
2016,Clare,VSA94C05,7.0
2017,South Tipperary,VSA94C05,7.0
2012,Roscommon,VSA94C07,7.0
1992,South Tipperary,VSA94C01,7.0
2016,Mayo,VSA94C03,7.0
2023,Cork City,VSA94C01,7.0
2013,Kilkenny,VSA94C01,7.0
2021,Border,VSA94C05,7.0
2013,Mid-West,VSA94C08,6.957502821
2020,Roscommon,VSA94C02,6.9
2020,Roscommon,VSA94C08,6.9
2014,Clare,VSA94C04,6.9
2019,Longford,VSA94C02,6.9
2016,Clare,VSA94C08,6.8
2015,Longford,VSA94C08,6.8
2019,Longford,VSA94C08,6.8
2023,Galway County,VSA94C08,6.8
2014,Clare,VSA94C08,6.8
2013,Limerick County,VSA94C02,6.79916318
2013,Westmeath,VSA94C08,6.711409396
2021,Galway County,VSA94C08,6.7
2014,Laois,VSA94C08,6.7
2023,South-East,VSA94C08,6.7
2015,Cavan,VSA94C06,6.7
2011,Mid-West,VSA94C08,6.7
2014,Wexford,VSA94C08,6.7
2020,Carlow,VSA94C06,6.7
2013,North Tipperary,VSA94C02,6.641366224
2011,Galway County,VSA94C08,6.6
2012,Leitrim,VSA94C08,6.6
2016,Roscommon,VSA94C06,6.6
2015,Connacht,VSA94C08,6.6
2019,Mayo,VSA94C08,6.6
2023,Mayo,VSA94C08,6.5
2020,Waterford City,VSA94C06,6.5
2011,Leitrim,VSA94C04,6.5
2011,Sligo,VSA94C08,6.5
2014,Waterford City,VSA94C08,6.5
2022,Clare,VSA94C02,6.5
2015,West,VSA94C08,6.5
2011,Leitrim,VSA94C02,6.5
2011,Limerick County,VSA94C08,6.5
2011,Limerick City,VSA94C06,6.5
2014,Mid-West,VSA94C08,6.4
2021,Sligo,VSA94C02,6.4
2023,Westmeath,VSA94C08,6.4
2014,Mid-West,VSA94C02,6.4
2017,Limerick City,VSA94C08,6.4
2021,Tipperary,VSA94C08,6.4
2016,Waterford County,VSA94C02,6.4
2021,Sligo,VSA94C04,6.4
2021,Tipperary,VSA94C02,6.4
2011,Kilkenny,VSA94C08,6.3
2022,Tipperary,VSA94C08,6.3
2022,Mayo,VSA94C08,6.3
2012,Donegal,VSA94C08,6.3
2018,Limerick City,VSA94C02,6.3
2012,Wexford,VSA94C08,6.3
2016,South-East,VSA94C08,6.3
2014,North Tipperary,VSA94C02,6.3
2017,South Tipperary,VSA94C06,6.3
2011,Connacht,VSA94C08,6.3
2018,Limerick City,VSA94C04,6.3
2018,Limerick City,VSA94C08,6.3
2012,Cork City,VSA94C08,6.3
2020,West,VSA94C08,6.3
2018,Sligo,VSA94C08,6.3
2016,Donegal,VSA94C08,6.3
2013,Waterford City,VSA94C08,6.281407035
2013,Limerick County,VSA94C04,6.276150628
2012,Sligo,VSA94C02,6.2
2012,Longford,VSA94C08,6.2
2021,Waterford City,VSA94C02,6.2
2012,Longford,VSA94C06,6.2
2012,Galway County,VSA94C08,6.2
2023,West,VSA94C08,6.2
2021,Kilkenny,VSA94C08,6.2
2023,Carlow,VSA94C06,6.1
2021,Cork City,VSA94C06,6.1
2011,Mayo,VSA94C08,6.1
2022,Sligo,VSA94C04,6.1
2014,Mayo,VSA94C02,6.1
2021,Offaly,VSA94C02,6.1
2017,South-East,VSA94C08,6.1
2016,Border,VSA94C08,6.1
2016,South Tipperary,VSA94C08,6.1
2013,Ulster (part of),VSA94C08,6.085192698
2013,Cork City,VSA94C08,6.024096386
2019,Galway County,VSA94C05,6.0
2015,Sligo,VSA94C07,6.0
2019,South Dublin,VSA94C05,6.0
2015,Wicklow,VSA94C08,6.0
2014,Galway County,VSA94C01,6.0
2018,South Dublin,VSA94C03,6.0
2020,Louth,VSA94C07,6.0
2019,Wicklow,VSA94C01,6.0
1992,Donegal,VSA94C01,6.0
2014,Limerick County,VSA94C03,6.0
2014,Louth,VSA94C03,6.0
2013,Wicklow,VSA94C01,6.0
2016,Monaghan,VSA94C07,6.0
2020,Louth,VSA94C01,6.0
2013,Wexford,VSA94C05,6.0
2014,Louth,VSA94C05,6.0
2015,Kerry,VSA94C03,6.0
2019,Donegal,VSA94C05,6.0
2014,Galway County,VSA94C08,6.0
2018,Limerick County,VSA94C01,6.0
2020,Border,VSA94C03,6.0
2018,Roscommon,VSA94C07,6.0
2015,Wicklow,VSA94C05,6.0
2019,Midland,VSA94C05,6.0
2015,Kilkenny,VSA94C07,6.0
2018,Clare,VSA94C03,6.0
1992,Galway County,VSA94C01,6.0
2019,Fingal,VSA94C03,6.0
2019,Clare,VSA94C07,6.0
2014,Kerry,VSA94C05,6.0
1990,Westmeath,VSA94C01,6.0
2015,Limerick City,VSA94C01,6.0
2016,Kerry,VSA94C05,6.0
2016,Kildare,VSA94C05,6.0
2016,Louth,VSA94C05,6.0
2015,Monaghan,VSA94C07,6.0
2018,Kilkenny,VSA94C07,6.0
1991,Wicklow,VSA94C01,6.0
2018,Midland,VSA94C05,6.0
2015,Mid-West,VSA94C08,6.0
2020,Galway City,VSA94C03,6.0
2017,Westmeath,VSA94C07,6.0
2018,Ulster (part of),VSA94C03,6.0
2023,Wicklow,VSA94C01,6.0
2014,North Tipperary,VSA94C01,6.0
2016,Clare,VSA94C01,6.0
2014,Donegal,VSA94C07,6.0
2017,Westmeath,VSA94C05,6.0
2019,Mayo,VSA94C05,6.0
2017,West,VSA94C03,6.0
2020,Galway City,VSA94C01,6.0
2019,Wicklow,VSA94C03,6.0
2018,Louth,VSA94C01,6.0
2023,Wexford,VSA94C07,6.0
1991,Kerry,VSA94C01,6.0
2016,Cork County,VSA94C03,6.0
2019,Meath,VSA94C01,6.0
2014,Westmeath,VSA94C05,6.0
2014,Westmeath,VSA94C07,6.0
2018,South-East,VSA94C08,6.0
2015,Louth,VSA94C01,6.0
2016,Fingal,VSA94C05,6.0
1991,Mayo,VSA94C01,6.0
2015,Cork City,VSA94C01,6.0
2015,Limerick County,VSA94C03,6.0
2018,Wicklow,VSA94C05,6.0
2018,Kerry,VSA94C01,6.0
2014,Dun Laoghaire-Rathdown,VSA94C07,6.0
2018,Wicklow,VSA94C01,6.0
1992,Limerick City,VSA94C01,6.0
2018,Kerry,VSA94C07,6.0
2016,Limerick County,VSA94C05,6.0
2017,Waterford County,VSA94C07,6.0
2015,Louth,VSA94C03,6.0
2020,Kildare,VSA94C05,6.0
2020,Dun Laoghaire-Rathdown,VSA94C01,6.0
2023,Westmeath,VSA94C01,6.0
2017,Wexford,VSA94C03,6.0
2015,Mayo,VSA94C01,6.0
2015,Mayo,VSA94C05,6.0
2014,Laois,VSA94C03,6.0
2015,Meath,VSA94C03,6.0
2014,Laois,VSA94C01,6.0
2023,Wexford,VSA94C01,6.0
2021,Kildare,VSA94C03,6.0
2012,Mid-West,VSA94C08,6.0
2020,Ulster (part of),VSA94C05,6.0
2020,Westmeath,VSA94C07,6.0
2011,Clare,VSA94C03,6.0
2006,Dun Laoghaire-Rathdown,VSA94C01,6.0
2021,Tipperary,VSA94C05,6.0
2006,Kerry,VSA94C01,6.0
2020,Wicklow,VSA94C05,6.0
2017,Donegal,VSA94C02,6.0
2012,Limerick City,VSA94C08,6.0
2011,Offaly,VSA94C07,6.0
2023,Fingal,VSA94C07,6.0
2023,Fingal,VSA94C03,6.0
2006,Louth,VSA94C01,6.0
2010,Roscommon,VSA94C01,6.0
2012,Wicklow,VSA94C01,6.0
2006,Mayo,VSA94C01,6.0
1996,North Tipperary,VSA94C01,6.0
2006,Waterford County,VSA94C01,6.0
2023,Galway City,VSA94C07,6.0
1995,Mayo,VSA94C01,6.0
2011,West,VSA94C08,6.0
2011,Westmeath,VSA94C01,6.0
2004,Mayo,VSA94C01,6.0
2016,Westmeath,VSA94C01,6.0
1994,Mayo,VSA94C01,6.0
2021,West,VSA94C08,6.0
1995,Galway City,VSA94C01,6.0
2004,Wicklow,VSA94C01,6.0
2011,Donegal,VSA94C01,6.0
2005,Clare,VSA94C01,6.0
2005,Louth,VSA94C01,6.0
2022,Wexford,VSA94C07,6.0
1997,Monaghan,VSA94C01,6.0
1995,Waterford City,VSA94C01,6.0
2005,Galway County,VSA94C01,6.0
2022,Wicklow,VSA94C01,6.0
2005,Laois,VSA94C01,6.0
2016,Roscommon,VSA94C01,6.0
2022,Dun Laoghaire-Rathdown,VSA94C05,6.0
2013,Kildare,VSA94C01,6.0
2010,Monaghan,VSA94C01,6.0
2013,Cork City,VSA94C05,6.0
2008,Sligo,VSA94C01,6.0
2011,Sligo,VSA94C07,6.0
1996,Wicklow,VSA94C01,6.0
1996,Wexford,VSA94C01,6.0
2013,Donegal,VSA94C03,6.0
2009,South Tipperary,VSA94C01,6.0
2023,Cork City,VSA94C02,6.0
1995,South Tipperary,VSA94C01,6.0
2008,North Tipperary,VSA94C01,6.0
2008,Waterford County,VSA94C01,6.0
2013,Clare,VSA94C07,6.0
2022,Galway City,VSA94C08,6.0
2009,North Tipperary,VSA94C01,6.0
2023,Connacht,VSA94C08,6.0
2021,Donegal,VSA94C07,6.0
1995,Carlow,VSA94C01,6.0
2016,Waterford County,VSA94C01,6.0
2023,Cork County,VSA94C01,6.0
2021,Fingal,VSA94C05,6.0
2017,Cork City,VSA94C07,6.0
1997,Kilkenny,VSA94C01,6.0
1995,Monaghan,VSA94C01,6.0
2007,Mayo,VSA94C01,6.0
2010,Mayo,VSA94C01,6.0
2007,North Tipperary,VSA94C01,6.0
2010,Galway County,VSA94C01,6.0
2010,Dun Laoghaire-Rathdown,VSA94C01,6.0
2010,Donegal,VSA94C01,6.0
2023,Wicklow,VSA94C07,6.0
2008,Galway County,VSA94C01,6.0
2013,Cavan,VSA94C05,6.0
2013,Dun Laoghaire-Rathdown,VSA94C05,6.0
2023,Cork County,VSA94C05,6.0
2013,Clare,VSA94C01,6.0
2023,Clare,VSA94C07,6.0
2009,Wicklow,VSA94C01,6.0
2023,Kilkenny,VSA94C05,6.0
2023,Kildare,VSA94C03,6.0
2021,Offaly,VSA94C01,6.0
2011,Kilkenny,VSA94C05,6.0
2001,Laois,VSA94C01,6.0
2022,Clare,VSA94C03,6.0
2021,Louth,VSA94C05,6.0
2023,Mayo,VSA94C01,6.0
2001,Sligo,VSA94C01,6.0
2017,Kerry,VSA94C03,6.0
1993,Offaly,VSA94C01,6.0
2002,Carlow,VSA94C01,6.0
2002,Cavan,VSA94C01,6.0
2002,Donegal,VSA94C01,6.0
2002,Laois,VSA94C01,6.0
2012,Sligo,VSA94C01,6.0
2022,South Dublin,VSA94C07,6.0
2022,South-East,VSA94C05,6.0
2023,Longford,VSA94C02,6.0
2021,Louth,VSA94C08,6.0
2021,Wexford,VSA94C05,6.0
2011,Kerry,VSA94C03,6.0
