STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C03788V04538,C03788V04538_label,nuts_3_region,value
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,86.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,82.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,90.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,101.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,85.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,20.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,21.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,20.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,19.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,20.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,18.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,21.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,25.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,0.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2022,2022,2022,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,4.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,4.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,3.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,4.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,3.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,4.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,3.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,2.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,4.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,31.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,25.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,27.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,36.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,25.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,30.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,18.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,17.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,25.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,80.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,43.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,76.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,80.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,67.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,74.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,49.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,55.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,58.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,136.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,83.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,139.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,118.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,118.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,126.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,111.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,116.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,109.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,87.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,76.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,91.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,79.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,84.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,77.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,85.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,96.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,83.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,20.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,22.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,20.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,18.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,17.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,18.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,21.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,23.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,20.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,B1A65D7C-1984-4A87-AD58-0E846812C992,Border,Border,1.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,F97E459B-57ED-49C0-8A28-2BC1C7F08E88,Dublin,Dublin,2.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF,Mid-East,Mid-East,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,B26C8BAA-F3C5-49A9-B74E-D7FED1823E65,Midland,Midland,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78,Mid-West,Mid-West,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC,South-East,South-East,1.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,604546A1-A856-4B9B-AD46-E88B27C27155,South-West,South-West,2.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,A69CA800-8D87-4920-A7C1-50426A1D39B4,West,West,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2023,2023,2023,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.9
